운행요일,노선ID,출발구역,승차정류장,목적구역,출발시각,도착시각
화,B-evening,예인관,엔터관,본관,19:55,20:00
화,A-evening,원룸촌,원룸촌,본관,20:45,20:50
화,A-evening,본관,운동장,엔터관,20:50,20:55
화,B-evening,본관,운동장,엔터관,20:50,20:55
화,B-evening,예인관,엔터관,본관,20:55,21:00
화,A-evening,원룸촌,원룸촌,본관,21:25,21:30
화,A-evening,본관,운동장,엔터관,21:30,21:35
화,B-evening,본관,운동장,엔터관,21:30,21:35
화,B-evening,예인관,엔터관,본관,21:35,21:40
화,A-evening,원룸촌,원룸촌,본관,21:45,21:50
화,A-evening,본관,운동장,엔터관,21:50,21:55
화,B-evening,본관,운동장,엔터관,21:50,21:55
화,B-evening,예인관,엔터관,본관,21:55,22:00
수,A,원룸촌,원룸촌,본관,08:20,08:25
수,B,본관,본관,엔터관,08:25,08:30
수,B,예인관,엔터관,본관,08:30,08:35
수,B,본관,본관,엔터관,08:35,08:40
수,A,원룸촌,원룸촌,본관,08:40,08:45
수,B,예인관,엔터관,본관,08:40,08:45
수,A,본관,본관,원룸촌,08:45,08:50
수,B,본관,본관,엔터관,08:45,08:50
수,A,원룸촌,원룸촌,본관,08:50,08:55
수,B,예인관,엔터관,본관,08:50,08:55
수,A,원룸촌,원룸촌,본관,08:55,09:00
수,B,본관,본관,엔터관,08:55,09:00
수,B,예인관,엔터관,본관,09:00,09:05
수,A,원룸촌,원룸촌,본관,09:30,09:35
수,A,본관,본관,원룸촌,09:35,09:40
수,B,본관,본관,엔터관,09:35,09:40
수,A,원룸촌,원룸촌,본관,09:40,09:45
수,B,예인관,엔터관,본관,09:40,09:45
수,A,본관,본관,원룸촌,09:45,09:50
수,B,본관,본관,엔터관,09:45,09:50
수,A,원룸촌,원룸촌,본관,09:50,09:55
수,B,예인관,엔터관,본관,09:50,09:55
수,A,원룸촌,원룸촌,본관,09:55,10:00
수,B,본관,본관,엔터관,09:55,10:00
수,B,예인관,엔터관,본관,10:00,10:05
수,A,원룸촌,원룸촌,본관,10:30,10:35
수,A,본관,본관,원룸촌,10:35,10:40
